order_id,customer_id,product_id,order_date,quantity,unit_price,channel,status
O001411,C00068,P00023,2023-12-23,3,193.35,web,completed
O001412,C00593,P00184,2023-01-09,2,76.86,web,cancelled
O001413,C00292,P00137,2023-01-03,4,148.3,web,completed
O001414,C00179,P00112,2023-03-02,5,126.47,marketplace,completed
O001415,C00061,P00103,2023-10-21,2,203.9,phone,completed
O001416,C00076,P00013,2024-12-15,2,50.87,phone,completed
O001417,C00129,P00214,2024-07-06,2,24.61,mobile,completed
O001418,C00503,P00131,2024-05-20,5,166.91,phone,cancelled
O001419,C00218,P00055,2023-11-10,1,176.89,phone,completed
O001420,C00643,P00060,2023-09-25,1,86.93,mobile,completed
O001421,C00033,P00062,2024-05-19,1,119.73,web,completed
O001422,C00424,P00164,2024-05-05,1,70.6,marketplace,completed
O001423,C00007,P00058,2023-07-30,1,20.99,marketplace,completed
O001424,C00557,P00150,2024-11-14,1,59.17,phone,completed
O001425,C00237,P00073,2023-10-03,3,67.76,mobile,completed
O001426,C00474,P00077,2023-11-30,1,202.82,phone,completed
O001427,C00564,P00069,2024-11-11,1,196.14,web,completed
O001428,C00362,P00168,2023-05-31,1,248.12,web,completed
O001429,C00448,P00211,2024-02-01,1,189.65,mobile,completed
O001430,C00482,P00138,2024-02-12,3,81.93,mobile,completed
O001431,C00243,P00044,2024-06-24,1,72.9,phone,completed
O001432,C00177,P00094,2024-02-11,2,217.76,marketplace,completed
O001433,C00167,P00130,2023-10-10,1,124.39,web,completed
O001434,C00160,P00099,2023-02-15,1,24.77,web,completed
O001435,C00113,P00117,2023-08-07,2,189.0,web,completed
O001436,C00014,P00158,2023-12-02,1,44.22,mobile,completed
O001437,C00450,P00090,2023-01-31,4,133.62,phone,completed
O001438,C00134,P00058,2023-11-01,1,20.48,web,completed
O001439,C00610,P00013,2023-11-30,1,50.33,mobile,completed
O001440,C00073,P00201,2024-12-01,1,7.39,web,completed
O001441,C00623,P00054,2024-05-12,2,61.47,web,completed
O001442,C00555,P00071,2024-10-26,1,127.71,marketplace,completed
O001443,C00499,P00167,2023-02-26,2,57.42,web,completed
O001444,C00042,P00147,2024-01-16,5,223.07,phone,completed
O001445,C00596,P00165,2023-07-21,2,166.94,marketplace,completed
O001446,C00620,P00110,2024-08-26,1,122.82,mobile,completed
O001447,C00173,P00172,2024-07-06,2,173.69,phone,completed
O001448,C00352,P00032,2023-04-23,1,91.39,marketplace,completed
O001449,C00505,P00071,2023-08-18,4,144.35,web,completed
O001450,C00585,P00170,2024-07-26,3,188.21,phone,completed
O001451,C00472,P00107,2023-08-16,1,188.67,mobile,completed
O001452,C00247,P00008,2024-11-10,1,69.11,web,completed
O001453,C00479,P00152,2023-03-08,2,169.58,phone,completed
O001454,C00275,P00134,2024-11-23,2,95.31,marketplace,completed
O001455,C00609,P00149,2024-12-07,1,138.8,phone,completed
O001456,C00009,P00036,2024-12-14,1,108.52,marketplace,cancelled
O001457,C00381,P00135,2024-11-27,1,128.83,phone,completed
O001458,C00603,P00197,2023-11-20,1,49.42,web,completed
O001459,C00598,P00189,2023-08-18,1,61.23,mobile,completed
O001460,C00058,P00081,2023-08-03,1,211.17,phone,completed
O001461,C00547,P00096,2024-03-07,1,155.16,web,cancelled
O001462,C00571,P00140,2024-01-11,4,113.19,marketplace,completed
O001463,C00472,P00103,2023-09-29,1,205.86,marketplace,completed
O001464,C00026,P00205,2023-08-19,1,34.01,phone,completed
O001465,C00417,P00069,2024-09-08,2,185.94,mobile,completed
O001466,C00157,P00002,2023-06-14,2,13.35,phone,completed
O001467,C00156,P00039,2024-11-30,1,124.89,phone,completed
O001468,C00123,P00057,2024-10-23,1,173.34,phone,completed
O001469,C00542,P00127,2023-01-23,2,127.14,web,completed
O001470,C00531,P00061,2024-01-10,1,87.6,phone,completed
O001471,C00131,P00006,2023-05-27,2,20.8,marketplace,completed
O001472,C00454,P00157,2024-12-16,2,92.43,mobile,completed
O001473,C00228,P00101,2024-06-20,2,235.87,marketplace,completed
O001474,C00051,P00084,2023-07-13,2,99.04,phone,completed
O001475,C00205,P00070,2023-02-08,3,178.94,phone,completed
O001476,C00567,P00005,2023-02-02,1,153.14,mobile,completed
O001477,C00269,P00070,2024-11-12,2,177.27,marketplace,completed
O001478,C00222,P00204,2024-08-26,3,110.59,mobile,completed
O001479,C00158,P00071,2023-04-29,1,138.11,marketplace,completed
O001480,C00363,P00076,2024-03-02,5,75.85,phone,completed
O001481,C00399,P00074,2023-02-18,5,83.47,mobile,completed
O001482,C00504,P00197,2024-10-05,1,51.14,marketplace,completed
O001483,C00576,P00103,2023-03-29,1,220.03,marketplace,completed
O001484,C00409,P00040,2023-05-05,1,107.46,mobile,completed
O001485,C00327,P00202,2024-03-10,1,164.67,marketplace,completed
O001486,C00080,P00076,2024-03-08,1,84.14,marketplace,completed
O001487,C00329,P00130,2023-10-08,1,131.68,phone,completed
O001488,C00446,P00137,2024-02-21,-2,141.08,mobile,completed
O001489,C00076,P00048,2024-05-23,2,33.29,mobile,completed
O001490,C00580,P00182,2024-03-11,1,99.8,phone,completed
O001491,C00449,P00070,2023-07-04,1,190.25,phone,completed
O001492,C00558,P00011,2024-05-29,2,174.84,phone,completed
O001493,C00618,P00103,2023-10-26,2,212.99,web,completed
O001494,C00343,P00169,2024-04-25,1,123.7,mobile,completed
O001495,C00388,P00058,2023-07-21,2,20.43,marketplace,completed
O001496,C00575,P00199,2024-12-28,2,69.92,phone,completed
O001497,C00317,P00133,2023-11-19,1,201.38,web,completed
O001498,C00024,P00093,2023-12-01,1,152.68,phone,completed
O001499,C00437,P00151,2023-07-31,1,139.23,mobile,completed
O001500,C00329,P00210,2024-12-14,2,40.85,mobile,completed
O001501,C00474,P00159,2023-02-11,1,68.39,phone,completed
O001502,C00574,P00165,2024-05-29,4,179.38,marketplace,completed
O001503,C00300,P00149,2024-04-11,2,140.82,mobile,completed
O001504,C00604,P00134,2023-09-20,4,89.34,mobile,completed
O001505,C00420,P00090,2024-08-06,1,133.76,marketplace,completed
O001506,C00224,P00056,2023-01-15,2,86.51,marketplace,completed
O001507,C00178,P00055,2023-03-25,5,168.32,web,completed
O001508,C00423,P00010,2024-10-26,4,146.64,marketplace,completed
O001509,C00312,P00059,2023-10-14,1,108.54,phone,completed
O001510,C00365,P00062,2024-11-29,2,120.93,web,completed
O001511,C00402,P00042,2023-04-25,1,193.11,mobile,completed
O001512,C00081,P00162,2023-10-09,2,153.51,mobile,completed
O001513,C00087,P00126,2024-12-06,1,109.39,web,completed
O001514,C00139,P00142,2023-07-11,1,113.42,web,completed
O001515,C00238,P00091,2024-10-24,1,130.38,phone,cancelled
O001516,C00029,P00185,2024-07-03,2,247.76,web,completed
O001517,C00157,P00140,2024-02-25,2,113.53,web,completed
O001518,C00327,P00199,2024-05-08,1,79.73,web,completed
O001519,C00347,P00141,2023-05-10,1,126.9,mobile,completed
O001520,C00157,P00160,2023-12-15,4,106.5,mobile,completed
O001521,C00023,P00013,2023-01-08,2,46.38,mobile,cancelled
O001522,C00374,P00165,2023-06-16,3,179.04,web,completed
O001523,C00059,P00178,2023-12-10,2,157.37,mobile,completed
O001524,C00265,P00138,2023-08-28,4,78.31,phone,completed
O001525,C00470,P00023,2023-05-23,4,178.4,web,completed
O001526,C00383,P00023,2024-12-07,1,197.19,web,completed
O001527,C00488,P00171,2023-12-10,2,136.92,phone,completed
O001528,C00052,P00128,2023-10-01,3,66.58,phone,completed
O001529,C00066,P00096,2023-11-01,1,154.12,mobile,completed
O001530,C00261,P00019,2023-05-11,3,220.79,mobile,completed
O001531,C00134,P00196,2024-12-07,2,183.1,web,completed
O001532,C00567,P00015,2023-03-14,5,252.92,phone,completed
O001533,C00037,P00003,2024-09-16,2,55.17,mobile,completed
O001534,C00113,P00155,2024-03-31,2,23.92,phone,completed
O001535,C00187,P00070,2023-03-27,4,172.9,mobile,completed
O001536,C00606,P00112,2023-01-19,1,126.19,phone,completed
O001537,C00297,P00105,2024-10-18,3,189.52,marketplace,completed
O001538,C00278,P00027,2023-09-16,2,135.19,phone,completed
O001539,C00627,P00066,2023-01-18,2,118.59,marketplace,completed
O001540,C00164,P00209,2023-06-09,3,14.3,marketplace,completed
O001541,C00158,P00124,2023-11-28,2,80.84,web,completed
O001542,C00162,P00165,2023-11-30,1,159.44,mobile,completed
O001543,C00596,P00052,2024-03-27,1,219.42,phone,completed
O001544,C00304,P00105,2023-07-20,3,174.05,mobile,completed
O001545,C00100,P00184,2023-02-06,1,75.62,mobile,completed
O001546,C00230,P00045,2023-06-23,3,63.81,mobile,completed
O001547,C00304,P00032,2023-02-24,1,92.77,web,completed
O001548,C00107,P00072,2024-07-01,1,127.47,web,completed
O001549,C00001,P00110,2024-02-08,1,119.32,web,completed
O001550,C00322,P00071,2024-09-06,4,138.66,marketplace,completed
O001551,C00611,P00172,2024-08-23,4,170.39,phone,completed
O001552,C00184,P00087,2024-07-12,1,114.95,web,completed
O001553,C00116,P00003,2023-06-12,1,51.18,marketplace,completed
O001554,C00628,P00047,2024-07-20,1,64.7,marketplace,completed
O001555,C00443,P00044,2024-03-14,2,68.9,phone,completed
O001556,C00199,P00056,2023-11-26,1,93.95,phone,completed
O001557,C00241,P00048,2023-06-08,1,31.6,web,completed
O001558,C00064,P00081,2024-12-02,3,208.31,web,completed
O001559,C00570,P00177,2023-12-16,3,12.34,mobile,completed
O001560,C00345,P00169,2024-11-07,1,126.47,web,completed
O001561,C00001,P00177,2024-11-08,1,11.48,web,completed
O001562,C00230,P00062,2023-06-09,3,129.84,marketplace,completed
O001563,C00021,P00213,2024-11-14,4,151.33,phone,completed
O001564,C00596,P00193,2024-12-10,2,230.5,mobile,completed
O001565,C00456,P00054,2023-01-06,1,62.71,phone,completed
O001566,C00307,P00046,2023-04-08,1,52.65,marketplace,completed
O001567,C00378,P00055,2024-05-19,5,161.72,phone,completed
O001568,C00632,P00066,2024-02-10,2,115.72,mobile,completed
O001569,C00140,P00103,2023-10-19,1,214.93,web,completed
O001570,C00449,P00209,2023-12-13,1,15.39,phone,completed
O001571,C00633,P00020,2024-01-02,2,101.88,marketplace,completed
O001572,C00474,P00034,2023-11-24,3,171.23,mobile,completed
O001573,C00110,P00210,2023-09-05,1,40.92,phone,completed
O001574,C00404,P00011,2023-09-09,1,177.78,web,completed
O001575,C00297,P00056,2023-10-06,1,90.48,web,completed
O001576,C00553,P00081,2023-01-16,1,208.09,mobile,cancelled
O001577,C00486,P00010,2024-11-04,2,147.54,marketplace,completed
O001578,C00380,P00041,2024-10-06,5,134.55,web,completed
O001579,C00611,P00093,2023-02-09,3,155.72,marketplace,completed
O001580,C00449,P00012,2024-05-07,1,222.94,marketplace,completed
O001581,C00166,P00016,2023-12-07,4,121.17,phone,completed
O001582,C00237,P00021,2024-11-05,3,88.92,marketplace,completed
O001583,C00352,P00117,2024-11-24,1,168.19,phone,completed
O001584,C00130,P00174,2024-03-01,1,19.87,web,completed
O001585,C00189,P00149,2023-10-03,4,140.12,mobile,completed
O001586,C00265,P00007,2023-04-15,4,152.37,phone,completed
O001587,C00335,P00172,2023-09-20,2,177.0,mobile,completed
O001588,C00357,P00092,2023-03-22,1,116.48,mobile,completed
O001589,C00070,P00008,2023-03-27,1,76.17,phone,completed
O001590,C00253,P00069,2023-07-24,2,181.99,marketplace,completed
O001591,C00144,P00141,2024-02-27,1,114.66,marketplace,completed
O001592,C00054,P00038,2023-03-27,2,43.88,web,completed
O001593,C00366,P00042,2023-11-03,1,203.72,mobile,completed
O001594,C00585,P00134,2023-09-12,3,91.55,phone,completed
O001595,C00228,P00128,2023-06-18,1,63.44,mobile,completed
O001596,C00616,P00107,2023-04-15,1,185.38,mobile,completed
O001597,C00179,P00017,2023-12-04,2,105.9,phone,completed
O001598,C00126,P00108,2024-02-18,2,84.14,phone,completed
O001599,C00525,P00184,2024-06-13,1,71.51,web,completed
O001600,C00491,P00049,2023-03-27,2,51.7,phone,completed
O001601,C00406,P00067,2024-07-28,2,193.3,mobile,completed
O001602,C00602,P00129,2024-03-23,3,242.74,web,completed
O001603,C00240,P00047,2024-06-11,2,66.18,marketplace,completed
O001604,C00400,P00041,2023-05-17,2,137.12,marketplace,completed
O001605,C00575,P00135,2024-07-23,2,128.61,marketplace,completed
O001606,C00114,P00212,2024-09-28,2,69.61,web,completed
O001607,C00647,P00046,2023-05-30,2,52.77,web,completed
O001608,C00015,P00115,2024-09-25,2,28.63,marketplace,completed
O001609,C00212,P00117,2024-08-04,4,185.82,phone,completed
O001610,C00031,P00067,2024-01-12,5,189.95,mobile,completed
O001611,C00504,P00153,2024-02-06,1,21.1,web,completed
O001612,C00587,P00162,2023-08-25,1,148.09,mobile,completed
O001613,C00600,P00191,2024-10-06,1,37.4,mobile,completed
O001614,C00476,P00162,2023-07-09,2,145.83,web,cancelled
O001615,C00599,P00157,2024-08-18,1,92.08,web,completed
O001616,C00437,P00070,2023-01-09,1,174.44,web,completed
O001617,C00063,P00161,2024-03-13,1,27.72,mobile,completed
O001618,C00211,P00192,2023-09-14,4,35.48,phone,completed
O001619,C00252,P00057,2024-08-09,1,174.64,mobile,completed
O001620,C00441,P00021,2023-10-27,1,88.75,web,completed
O001621,C00599,P00116,2023-11-04,1,146.94,phone,completed
O001622,C00044,P00139,2024-03-08,1,189.91,mobile,completed
O001623,C00388,P00087,2024-10-09,2,109.42,phone,completed
O001624,C00423,P00098,2023-01-04,1,56.28,web,completed
O001625,C00549,P00050,2023-01-30,2,106.56,marketplace,completed
O001626,C00139,P00120,2023-11-26,5,132.04,phone,completed
O001627,C00105,P00016,2024-12-22,1,125.56,marketplace,completed
O001628,C00023,P00125,2024-04-28,3,169.82,phone,completed
O001629,C00642,P00013,2024-03-13,1,50.92,web,completed
O001630,C00584,P00013,2024-03-13,1,50.92,marketplace,completed
O001631,C00629,P00013,2024-03-13,2,50.92,marketplace,completed
O001632,C00465,P00158,2024-11-02,1,45.46,mobile,completed
O001633,C00123,P00034,2024-10-15,1,170.35,web,completed
O001634,C00536,P00133,2024-08-09,3,211.24,web,completed
O001635,C00220,P00096,2024-01-20,2,151.78,phone,completed
O001636,C00116,P00216,2023-09-01,1,39.87,marketplace,cancelled
O001637,C00041,P00168,2023-06-12,2,236.14,marketplace,completed
O001638,C00473,P00062,2023-02-27,4,130.69,mobile,completed
O001639,C00103,P00110,2023-01-07,3,116.91,mobile,completed
O001640,C00631,P00143,2023-05-14,3,155.92,marketplace,completed
O001641,C00487,P00063,2023-03-24,2,132.35,mobile,completed
O001642,C00306,P00127,2024-07-30,1,118.47,mobile,completed
O001643,C00637,P00023,2023-06-05,2,187.73,web,completed
O001644,C00560,P00122,2023-01-30,1,174.9,phone,cancelled
O001645,C00401,P00059,2023-12-15,3,109.03,phone,completed
O001646,C00488,P00034,2024-07-10,1,153.61,marketplace,completed
O001647,C00473,P00032,2023-01-26,1,94.94,mobile,cancelled
O001648,C00554,P00052,2024-04-14,1,207.09,phone,completed
O001649,C00260,P00210,2024-03-07,1,38.45,marketplace,completed
O001650,C00071,P00134,2024-11-01,1,91.42,phone,completed
O001651,C00309,P00197,2024-10-06,1,48.54,marketplace,completed
O001652,C00602,P00059,2024-10-23,1,106.22,marketplace,completed
O001653,C00486,P00076,2024-08-08,3,77.12,mobile,completed
O001654,C00134,P00006,2023-11-09,1,20.34,phone,completed
O001655,C00354,P00199,2023-11-25,3,79.5,marketplace,completed
O001656,C00550,P00137,2024-03-21,1,151.45,web,completed
O001657,C00424,P00175,2023-05-23,5,26.44,marketplace,completed
O001658,C00010,P00179,2023-12-30,2,19.68,marketplace,completed
O001659,C00579,P00132,2023-09-24,1,229.39,web,completed
O001660,C00542,P00208,2024-03-11,1,16.72,mobile,completed
O001661,C00277,P00080,2023-11-18,1,29.98,phone,completed
O001662,C00192,P00004,2024-12-06,1,67.12,mobile,completed
O001663,C00015,P00006,2024-07-04,1,21.36,marketplace,completed
O001664,C00255,P00025,2024-11-17,1,130.29,marketplace,completed
O001665,C00582,P00181,2024-07-30,1,28.93,web,completed
O001666,C00643,P00028,2023-04-12,1,38.35,mobile,completed
O001667,C00592,P00061,2024-09-26,4,90.39,phone,completed
O001668,C00085,P00018,2024-07-26,3,68.16,phone,completed
O001669,C00528,P00110,2023-12-31,1,120.33,marketplace,completed
O001670,C00536,P00085,2024-06-07,3,104.57,web,completed
O001671,C00019,P00146,2023-09-29,2,181.11,mobile,completed
O001672,C00330,P00007,2024-04-29,1,154.8,phone,cancelled
O001673,C00098,P00131,2024-12-05,1,171.86,web,completed
O001674,C00520,P00132,2024-02-23,1,235.78,mobile,completed
O001675,C00401,P00101,2024-11-25,4,224.38,mobile,completed
O001676,C00368,P00138,2023-01-29,2,85.53,mobile,completed
O001677,C00635,P00062,2023-11-27,1,118.7,web,completed
O001678,C00181,P00065,2024-12-28,1,128.22,marketplace,completed
O001679,C00057,P00013,2023-10-21,1,48.04,marketplace,completed
O001680,C00180,P00005,2023-12-04,2,145.66,mobile,cancelled
O001681,C00271,P00075,2024-12-24,1,166.05,marketplace,completed
O001682,C00265,P00173,2023-01-10,1,41.02,marketplace,completed
O001683,C00225,P00010,2023-11-12,2,162.49,marketplace,completed
O001684,C00641,P00003,2023-11-12,1,52.9,mobile,completed
O001685,C00420,P00113,2024-12-15,1,60.22,mobile,completed
O001686,C00464,P00159,2023-05-17,2,73.7,web,completed
O001687,C00134,P00175,2024-01-22,4,26.61,marketplace,completed
O001688,C00639,P00203,2024-12-24,4,145.09,marketplace,completed
O001689,C00112,P00046,2023-12-27,1,48.37,marketplace,completed
O001690,C00055,P00194,2024-01-15,1,110.32,marketplace,completed
O001691,C00620,P00166,2024-07-14,1,101.08,marketplace,completed
O001692,C00091,P00114,2023-05-17,1,121.11,web,completed
O001693,C00440,P00207,2023-03-26,2,74.41,mobile,cancelled
O001694,C00067,P00161,2023-09-20,1,29.19,marketplace,completed
O001695,C00104,P00175,2024-03-22,1,24.02,web,completed
O001696,C00191,P00066,2023-06-01,1,115.02,mobile,completed
O001697,C00246,P00029,2024-10-28,1,71.52,phone,cancelled
O001698,C00458,P00164,2023-04-30,1,70.01,web,completed
O001699,C00110,P00109,2023-03-09,1,49.81,phone,completed
O001700,C00398,P00207,2024-08-02,1,70.87,mobile,completed
O001701,C00596,P00155,2024-08-12,5,25.71,marketplace,completed
O001702,C00449,P00200,2024-10-14,4,78.1,marketplace,completed
O001703,C00455,P00055,2023-07-11,2,170.18,web,completed
O001704,C00029,P00191,2023-12-26,3,37.8,web,completed
O001705,C00649,P00194,2024-08-26,1,115.18,phone,completed
O001706,C00430,P00207,2023-08-06,1,72.07,web,completed
O001707,C00361,P00010,2024-11-15,2,157.21,phone,completed
O001708,C00219,P00021,2024-10-31,1,81.17,phone,completed
O001709,C00392,P00058,2024-12-15,1,23.22,marketplace,completed
O001710,C00448,P00124,2024-10-16,1,86.68,web,completed
O001711,C00306,P00140,2023-08-02,1,104.28,mobile,completed
O001712,C00536,P00001,2023-11-15,1,129.26,marketplace,completed
O001713,C00592,P00061,2024-11-12,3,90.83,mobile,completed
O001714,C00077,P00116,2023-09-05,1,141.45,web,completed
O001715,C00564,P00085,2023-09-28,1,105.0,phone,completed
O001716,C00318,P00170,2024-06-19,1,185.87,web,completed
O001717,C00160,P00139,2023-03-20,4,192.6,phone,completed
O001718,C00114,P00166,2024-01-19,1,97.14,mobile,completed
O001719,C00577,P00043,2024-02-20,1,92.21,phone,completed
O001720,C00613,P00140,2024-01-20,1,103.27,phone,completed
O001721,C00287,P00172,2023-05-15,3,180.25,phone,completed
O001722,C00513,P00201,2024-08-21,1,7.24,phone,completed
O001723,C00063,P00187,2023-04-13,2,29.43,mobile,completed
O001724,C00075,P00143,2023-03-24,2,174.04,marketplace,completed
O001725,C00404,P00157,2024-01-17,1,97.73,phone,completed
O001726,C00140,P00206,2024-12-23,3,154.68,web,completed
O001727,C00347,P00167,2023-12-13,2,62.4,mobile,completed
O001728,C00517,P00185,2024-07-14,1,229.99,phone,completed
O001729,C00403,P00185,2024-04-07,1,252.08,mobile,completed
O001730,C00619,P00160,2023-05-28,1,115.09,mobile,completed
O001731,C00322,P00173,2023-12-28,2,41.33,mobile,completed
O001732,C00348,P00137,2024-06-04,3,155.64,marketplace,completed
O001733,C00151,P00181,2023-08-09,3,30.13,mobile,completed
O001734,C00151,P00167,2023-12-29,2,56.29,phone,completed
O001735,C00504,P00054,2023-03-28,1,61.12,web,completed
O001736,C00566,P00006,2023-12-02,2,19.78,phone,completed
O001737,C00599,P00087,2024-03-15,4,115.31,mobile,cancelled
O001738,C00189,P00073,2023-06-06,3,74.05,phone,completed
O001739,C00020,P00045,2023-08-20,1,65.48,mobile,completed
O001740,C00034,P00034,2024-09-15,1,172.12,marketplace,completed
O001741,C00116,P00108,2024-03-20,2,79.75,phone,completed
O001742,C00577,P00122,2023-05-14,5,173.8,web,completed
O001743,C00333,P00141,2024-07-28,4,121.66,web,completed
O001744,C00554,P00089,2024-06-20,1,180.75,web,completed
O001745,C00440,P00035,2023-05-14,1,37.71,web,completed
O001746,C00567,P00177,2023-04-16,1,11.27,marketplace,completed
O001747,C00001,P00090,2023-10-29,2,136.45,phone,completed
O001748,C00046,P00016,2023-09-15,5,124.19,web,cancelled
O001749,C00381,P00054,2024-05-22,3,59.0,marketplace,completed
O001750,C00161,P00090,2024-11-07,1,130.24,marketplace,completed
O001751,C00384,P00082,2024-12-12,5,155.87,marketplace,completed
O001752,C00035,P00024,2023-10-20,1,158.28,mobile,completed
O001753,C00302,P00115,2024-10-22,2,27.84,mobile,completed
O001754,C00552,P00059,2023-11-18,1,109.2,mobile,completed
O001755,C00613,P00111,2023-04-13,1,194.71,phone,completed
O001756,C00471,P00058,2023-09-25,1,21.51,marketplace,completed
O001757,C00580,P00109,2024-03-23,1,52.4,mobile,completed
O001758,C00235,P00161,2024-11-16,1,28.77,web,completed
O001759,C00521,P00086,2023-12-31,4,14.14,phone,completed
O001760,C00235,P00032,2023-08-07,3,88.56,web,completed
O001761,C00171,P00072,2023-01-04,4,122.97,web,completed
O001762,C00103,P00093,2023-02-22,1,151.7,web,completed
O001763,C00620,P00015,2023-09-14,2,251.0,mobile,completed
O001764,C00644,P00113,2023-11-08,5,54.79,marketplace,completed
O001765,C00043,P00051,2024-06-21,4,111.83,phone,completed
O001766,C00572,P00169,2024-01-09,5,124.21,phone,completed
O001767,C00444,P00137,2023-10-28,1,149.01,marketplace,completed
O001768,C00555,P00161,2023-02-18,3,29.29,mobile,completed
O001769,C00521,P00158,2024-12-19,3,48.28,marketplace,cancelled
O001770,C00327,P00079,2023-11-20,1,148.98,marketplace,completed
O001771,C00188,P00168,2023-03-09,1,225.32,marketplace,completed
O001772,C00185,P00172,2024-07-17,1,167.58,web,completed
O001773,C00012,P00062,2023-03-18,4,128.11,web,completed
O001774,C00351,P00189,2024-04-06,2,57.08,web,cancelled
O001775,C00238,P00141,2024-12-14,1,122.2,web,cancelled
O001776,C00306,P00035,2023-02-12,1,36.05,phone,completed
O001777,C00473,P00082,2023-03-20,2,154.87,phone,completed
O001778,C00486,P00148,2024-05-17,1,48.24,phone,completed
O001779,C00234,P00185,2024-11-01,2,223.44,phone,completed
O001780,C00211,P00123,2023-05-25,3,156.97,mobile,completed
O001781,C00141,P00053,2024-08-31,2,236.53,mobile,completed
O001782,C00482,P00189,2024-07-04,1,55.46,phone,completed
O001783,C00300,P00214,2024-02-02,1,23.72,mobile,completed
O001784,C00564,P00014,2024-04-20,3,77.07,phone,completed
O001785,C00043,P00043,2023-01-17,2,91.43,mobile,completed
O001786,C00354,P00090,2023-09-04,3,138.7,phone,completed
O001787,C00368,P00094,2024-08-27,2,213.73,marketplace,cancelled
O001788,C00479,P00148,2024-08-21,3,49.15,mobile,completed
O001789,C00233,P00171,2023-06-17,1,140.92,marketplace,completed
O001790,C00605,P00144,2024-04-22,1,57.5,web,completed
O001791,C00501,P00008,2024-10-07,2,73.57,phone,completed
O001792,C00406,P00125,2024-07-24,5,168.87,phone,completed
O001793,C00398,P00201,2023-03-11,4,7.2,mobile,completed
O001794,C00624,P00037,2023-11-23,4,197.07,web,completed
O001795,C00343,P00077,2024-12-03,1,189.22,web,completed
O001796,C00038,P00170,2024-06-18,1,181.37,mobile,completed
O001797,C00451,P00203,2024-06-26,2,129.92,mobile,completed
O001798,C00188,P00188,2023-01-19,4,97.98,phone,completed
O001799,C00521,P00210,2023-11-26,1,37.9,phone,completed
O001800,C00210,P00161,2023-10-08,3,30.14,marketplace,completed
O001801,C00025,P00077,2024-06-02,2,209.1,marketplace,completed
O001802,C00467,P00157,2024-09-10,2,92.31,web,completed
O001803,C00417,P00187,2023-08-15,1,29.59,phone,completed
O001804,C00016,P00013,2023-06-25,3,51.21,phone,completed
O001805,C00164,P00071,2023-06-11,3,145.08,phone,completed
O001806,C00093,P00065,2023-04-11,5,134.28,phone,completed
O001807,C00162,P00027,2024-07-24,3,127.98,web,completed
O001808,C00616,P00084,2023-06-25,2,97.16,web,completed
O001809,C00066,P00155,2023-04-05,5,26.61,marketplace,completed
O001810,C00238,P00201,2024-09-25,1,6.95,marketplace,completed
O001811,C00478,P00104,2024-05-17,1,73.66,web,completed
O001812,C00541,P00013,2023-11-28,5,46.49,web,completed
O001813,C00096,P00127,2023-03-28,4,126.87,marketplace,completed
O001814,C00306,P00193,2023-01-02,2,240.92,web,completed
O001815,C00068,P00017,2023-12-14,2,102.28,phone,completed
O001816,C00307,P00074,2023-05-14,4,86.6,marketplace,completed
O001817,C00579,P00001,2024-08-05,2,124.13,mobile,completed
O001818,C00116,P00192,2024-05-04,1,33.8,phone,completed
O001819,C00018,P00067,2024-10-24,1,186.04,mobile,completed
O001820,C00271,P00214,2024-04-21,3,24.42,marketplace,completed
O001821,C00497,P00148,2023-08-21,2,47.18,web,completed
O001822,C00383,P00010,2023-03-10,3,145.63,mobile,completed
O001823,C00273,P00005,2023-11-25,5,141.61,phone,completed
O001824,C00249,P00013,2023-11-23,2,45.92,phone,completed
O001825,C00546,P00120,2023-09-29,1,124.99,phone,completed
O001826,C00523,P00116,2024-09-03,4,144.7,mobile,completed
O001827,C00203,P00197,2023-04-10,2,52.35,mobile,completed
O001828,C00600,P00026,2023-07-18,2,220.33,web,completed
O001829,C00052,P00124,2023-04-19,5,86.5,marketplace,completed
O001830,C00465,P00176,2023-06-05,2,93.51,phone,completed
O001831,C00618,P00154,2023-05-28,4,82.63,mobile,completed
O001832,C00382,P00202,2023-07-04,2,158.49,phone,completed
O001833,C00623,P00044,2023-01-11,1,71.76,mobile,completed
O001834,C00413,P00105,2023-03-22,1,171.95,web,completed
O001835,C00632,P00029,2023-01-25,2,70.94,web,completed
O001836,C00073,P00130,2024-12-11,1,126.38,mobile,completed
O001837,C00482,P00026,2023-09-15,2,218.44,mobile,completed
O001838,C00139,P00189,2023-01-29,2,59.62,marketplace,completed
O001839,C00238,P00158,2024-11-19,2,44.56,web,completed
O001840,C00636,P00203,2024-03-10,2,140.81,phone,completed
O001841,C00374,P00012,2023-04-15,1,215.14,mobile,completed
O001842,C00492,P00014,2024-04-23,1,72.92,mobile,completed
O001843,C00168,P00109,2024-08-10,1,48.71,marketplace,completed
O001844,C00509,P00043,2023-07-13,2,94.36,phone,cancelled
O001845,C00184,P00066,2024-01-11,1,122.5,web,completed
O001846,C00496,P00159,2023-05-03,3,68.02,mobile,completed
O001847,C00460,P00024,2023-06-28,1,172.55,marketplace,completed
O001848,C00132,P00016,2024-02-23,1,125.95,mobile,completed
O001849,C00623,P00028,2023-09-27,2,35.79,web,completed
O001850,C00245,P00023,2024-08-31,2,186.18,mobile,completed
O001851,C00572,P00147,2024-10-28,1,197.22,marketplace,completed
O001852,C00463,P00159,2024-01-22,1,68.25,marketplace,completed
